"strain1","strain2","pvalue","FDR","gxl"
"DBA/2J-control","LP/J-fluoxetine",0.000536516722589877,FALSE,FALSE
"LP/J-control","LP/J-fluoxetine",0.0425121492934748,FALSE,FALSE
"C57BLKS/J-control","LP/J-fluoxetine",0.246161617765819,FALSE,FALSE
"C57BR/cdJ-fluoxetine","LP/J-fluoxetine",1.92318912602754e-11,FALSE,FALSE
"C58/J-control","LP/J-fluoxetine",5.0850222941563e-07,FALSE,FALSE
"LG/J-fluoxetine","LP/J-fluoxetine",7.19508911529172e-05,FALSE,FALSE
"AKR/J-fluoxetine","LP/J-fluoxetine",2.91042013968852e-08,FALSE,FALSE
"CE/J-control","LP/J-fluoxetine",2.34742840433233e-06,FALSE,FALSE
"C57BL/6J-control","LP/J-fluoxetine",0.000396923006110982,FALSE,FALSE
"MRL/MpJ-control","LP/J-fluoxetine",3.80744843430658e-07,FALSE,FALSE
"RIIIS/J-control","LP/J-fluoxetine",4.62228902144963e-10,FALSE,FALSE
"C57BLKS/J-fluoxetine","LP/J-fluoxetine",0.0465883785866225,FALSE,FALSE
"DBA/2J-fluoxetine","LP/J-fluoxetine",4.56840388922438e-05,FALSE,FALSE
"I/LnJ-control","LP/J-fluoxetine",2.65440343789966e-10,FALSE,FALSE
"CBA/J-fluoxetine","LP/J-fluoxetine",4.37354923848179e-07,FALSE,FALSE
"CE/J-fluoxetine","LP/J-fluoxetine",3.78901084102474e-06,FALSE,FALSE
"BTBR T+ tf/J-control","LP/J-fluoxetine",2.06786281001508e-07,FALSE,FALSE
"CBA/J-control","LP/J-fluoxetine",0.00346360236280479,FALSE,FALSE
"LG/J-control","LP/J-fluoxetine",3.10420521909649e-08,FALSE,FALSE
"I/LnJ-fluoxetine","LP/J-fluoxetine",1.54828212995448e-06,FALSE,FALSE
"FVB/NJ-control","LP/J-fluoxetine",4.98500757282871e-10,FALSE,FALSE
"SM/J-control","LP/J-fluoxetine",1.26184890282663e-09,FALSE,FALSE
"129S1/SvImJ-control","LP/J-fluoxetine",0.239102067935214,FALSE,FALSE
"NZB/BlNJ-control","LP/J-fluoxetine",0.00138995294641645,FALSE,FALSE
"129S1/SvImJ-fluoxetine","LP/J-fluoxetine",0.070731292205639,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","LP/J-fluoxetine",1.29105324071069e-07,FALSE,FALSE
"SWR/J-control","LP/J-fluoxetine",2.02298974178486e-06,FALSE,FALSE
"NOR/LtJ-control","LP/J-fluoxetine",3.93057317565148e-10,FALSE,FALSE
"C3H/HeJ-fluoxetine","LP/J-fluoxetine",0.000157567958930704,FALSE,FALSE
"C57BR/cdJ-control","LP/J-fluoxetine",3.53987475422324e-12,FALSE,FALSE
"C57BL/6J-fluoxetine","LP/J-fluoxetine",0.000948722495231695,FALSE,FALSE
"NOD/ShiLtJ-control","LP/J-fluoxetine",1.54405597098134e-10,FALSE,FALSE
"NZW/LacJ-control","LP/J-fluoxetine",0.00231950813976797,FALSE,FALSE
"C58/J-fluoxetine","LP/J-fluoxetine",5.52839390491313e-06,FALSE,FALSE
"P/J-control","LP/J-fluoxetine",4.18568814220671e-09,FALSE,FALSE
"PL/J-control","LP/J-fluoxetine",3.45868193675144e-09,FALSE,FALSE
"MA/MyJ-control","LP/J-fluoxetine",5.20355209905929e-10,FALSE,FALSE
"FVB/NJ-fluoxetine","LP/J-fluoxetine",8.867838868159e-09,FALSE,FALSE
"SJL/J-control","LP/J-fluoxetine",0.0283866755549298,FALSE,FALSE
"BUB/BnJ-fluoxetine","LP/J-fluoxetine",2.52171115495253e-08,FALSE,FALSE
"C58/J-control","MA/MyJ-control",0.261751650543115,FALSE,FALSE
"BUB/BnJ-control","MA/MyJ-control",0.0070015481308077,FALSE,FALSE
"AKR/J-control","MA/MyJ-control",0.0971607127921334,FALSE,FALSE
"BTBR T+ tf/J-control","MA/MyJ-control",0.117501446456222,FALSE,FALSE
"LP/J-control","MA/MyJ-control",0.000130891895822992,FALSE,FALSE
"C57BR/cdJ-control","MA/MyJ-control",0.294071466889428,FALSE,FALSE
"129S1/SvImJ-control","MA/MyJ-control",1.16524496349945e-09,FALSE,FALSE
"BALB/cJ-control","MA/MyJ-control",0.000611452673114878,FALSE,FALSE
"DBA/2J-control","MA/MyJ-control",1.4266964028281e-07,FALSE,FALSE
"CE/J-control","MA/MyJ-control",0.00200105860459629,FALSE,FALSE
"A/J-control","MA/MyJ-control",1.95030752723527e-10,FALSE,FALSE
"C57BLKS/J-control","MA/MyJ-control",2.51108780617812e-07,FALSE,FALSE
"FVB/NJ-control","MA/MyJ-control",0.560652559518637,FALSE,FALSE
"CBA/J-control","MA/MyJ-control",1.22795910632953e-06,FALSE,FALSE
"I/LnJ-control","MA/MyJ-control",0.202872724149598,FALSE,FALSE
"C57BL/6J-control","MA/MyJ-control",1.68902951448052e-06,FALSE,FALSE
"C3H/HeJ-control","MA/MyJ-control",9.64983053369321e-08,FALSE,FALSE
"LG/J-control","MA/MyJ-control",0.0031273271475472,FALSE,FALSE
"C3H/HeJ-control","MA/MyJ-fluoxetine",1.04580263990134e-07,FALSE,FALSE
"BALB/cJ-control","MA/MyJ-fluoxetine",6.85502493939735e-05,FALSE,FALSE
"RIIIS/J-control","MA/MyJ-fluoxetine",0.00248322976987219,FALSE,FALSE
"DBA/2J-control","MA/MyJ-fluoxetine",1.82399165997915e-08,FALSE,FALSE
"C58/J-control","MA/MyJ-fluoxetine",0.00477052062066549,FALSE,FALSE
"PL/J-control","MA/MyJ-fluoxetine",0.000139929184091846,FALSE,FALSE
"C57BL/6J-control","MA/MyJ-fluoxetine",1.68582247864145e-06,FALSE,FALSE
"SWR/J-control","MA/MyJ-fluoxetine",8.85129064774963e-06,FALSE,FALSE
"CBA/J-control","MA/MyJ-fluoxetine",2.02359101119322e-07,FALSE,FALSE
"P/J-control","MA/MyJ-fluoxetine",0.000586068758845187,FALSE,FALSE
"LP/J-fluoxetine","MA/MyJ-fluoxetine",3.61883927521569e-10,FALSE,FALSE
"C57BLKS/J-control","MA/MyJ-fluoxetine",1.61573927761749e-06,FALSE,FALSE
"BALB/cJ-fluoxetine","MA/MyJ-fluoxetine",1.52320966851628e-05,FALSE,FALSE
"I/LnJ-control","MA/MyJ-fluoxetine",0.00132526295474878,FALSE,FALSE
"129S1/SvImJ-control","MA/MyJ-fluoxetine",4.06991569420819e-09,FALSE,FALSE
"AKR/J-control","MA/MyJ-fluoxetine",0.00184789801764643,FALSE,FALSE
"CBA/J-fluoxetine","MA/MyJ-fluoxetine",1.25144306633731e-05,FALSE,FALSE
"A/J-fluoxetine","MA/MyJ-fluoxetine",9.39815907896264e-10,FALSE,FALSE
"LP/J-control","MA/MyJ-fluoxetine",3.46042810706311e-05,FALSE,FALSE
"NOR/LtJ-control","MA/MyJ-fluoxetine",0.0282363391311533,FALSE,FALSE
"I/LnJ-fluoxetine","MA/MyJ-fluoxetine",0.00988367381522928,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","MA/MyJ-fluoxetine",0.00517613193602003,FALSE,FALSE
"DBA/2J-fluoxetine","MA/MyJ-fluoxetine",0.00105166149813625,FALSE,FALSE
"BUB/BnJ-control","MA/MyJ-fluoxetine",0.000622606955972533,FALSE,FALSE
"C57BR/cdJ-fluoxetine","MA/MyJ-fluoxetine",0.0695310021538218,FALSE,FALSE
"129S1/SvImJ-fluoxetine","MA/MyJ-fluoxetine",3.3229593409169e-08,FALSE,FALSE
"A/J-control","MA/MyJ-fluoxetine",1.4061020711594e-08,FALSE,FALSE
"BTBR T+ tf/J-control","MA/MyJ-fluoxetine",0.00218290005661009,FALSE,FALSE
"LG/J-control","MA/MyJ-fluoxetine",0.000105985981779372,FALSE,FALSE
"C57BR/cdJ-control","MA/MyJ-fluoxetine",0.000440740783723062,FALSE,FALSE
"FVB/NJ-fluoxetine","MA/MyJ-fluoxetine",0.00101025589495442,FALSE,FALSE
"CE/J-fluoxetine","MA/MyJ-fluoxetine",4.1241846969167e-05,FALSE,FALSE
"MRL/MpJ-control","MA/MyJ-fluoxetine",2.48165492483015e-05,FALSE,FALSE
"C3H/HeJ-fluoxetine","MA/MyJ-fluoxetine",6.7645548868953e-08,FALSE,FALSE
"CE/J-control","MA/MyJ-fluoxetine",0.0002107315003079,FALSE,FALSE
"C57BLKS/J-fluoxetine","MA/MyJ-fluoxetine",6.06207448613311e-06,FALSE,FALSE
"NOD/ShiLtJ-control","MA/MyJ-fluoxetine",0.0700065980568763,FALSE,FALSE
"NZW/LacJ-control","MA/MyJ-fluoxetine",1.53383483472086e-05,FALSE,FALSE
"NZB/BlNJ-control","MA/MyJ-fluoxetine",2.54746017995691e-06,FALSE,FALSE
"BUB/BnJ-fluoxetine","MA/MyJ-fluoxetine",0.0331687580306584,FALSE,FALSE
"MA/MyJ-control","MA/MyJ-fluoxetine",0.0167562728721187,FALSE,FALSE
"C58/J-fluoxetine","MA/MyJ-fluoxetine",0.455686800471762,FALSE,FALSE
"SJL/J-control","MA/MyJ-fluoxetine",2.0456917157245e-06,FALSE,FALSE
"AKR/J-fluoxetine","MA/MyJ-fluoxetine",0.000857020459066642,FALSE,FALSE
"FVB/NJ-control","MA/MyJ-fluoxetine",0.00707587632266824,FALSE,FALSE
"SM/J-control","MA/MyJ-fluoxetine",0.00290922937978169,FALSE,FALSE
"LG/J-fluoxetine","MA/MyJ-fluoxetine",3.99213979263372e-05,FALSE,FALSE
"C57BL/6J-fluoxetine","MA/MyJ-fluoxetine",3.20073747111327e-05,FALSE,FALSE
"C58/J-control","MRL/MpJ-control",0.0333287883702629,FALSE,FALSE
"DBA/2J-control","MRL/MpJ-control",0.00347885495448676,FALSE,FALSE
"BUB/BnJ-control","MRL/MpJ-control",0.368074069454749,FALSE,FALSE
"BTBR T+ tf/J-control","MRL/MpJ-control",0.0322630566253416,FALSE,FALSE
"MA/MyJ-control","MRL/MpJ-control",0.000127445840931479,FALSE,FALSE
"FVB/NJ-control","MRL/MpJ-control",0.000136727954347234,FALSE,FALSE
"AKR/J-control","MRL/MpJ-control",0.0220643923351492,FALSE,FALSE
"C57BLKS/J-control","MRL/MpJ-control",1.72971176456788e-06,FALSE,FALSE
"BALB/cJ-control","MRL/MpJ-control",0.0619639066459354,FALSE,FALSE
"C3H/HeJ-control","MRL/MpJ-control",0.000505545802372067,FALSE,FALSE
"LP/J-control","MRL/MpJ-control",0.0267837799484964,FALSE,FALSE
"LG/J-control","MRL/MpJ-control",0.0997033010556574,FALSE,FALSE
"CBA/J-control","MRL/MpJ-control",0.00539862896989766,FALSE,FALSE
"C57BR/cdJ-control","MRL/MpJ-control",9.11353811482674e-05,FALSE,FALSE
"CE/J-control","MRL/MpJ-control",0.574338949080904,FALSE,FALSE
"A/J-control","MRL/MpJ-control",7.31279498648807e-12,FALSE,FALSE
"I/LnJ-control","MRL/MpJ-control",0.000448447642534505,FALSE,FALSE
"129S1/SvImJ-control","MRL/MpJ-control",3.84354259040983e-08,FALSE,FALSE
"C57BL/6J-control","MRL/MpJ-control",0.00276999588316691,FALSE,FALSE
"LP/J-control","MRL/MpJ-fluoxetine",0.136507134076481,FALSE,FALSE
"A/J-fluoxetine","MRL/MpJ-fluoxetine",1.70206504422814e-07,FALSE,FALSE
"DBA/2J-control","MRL/MpJ-fluoxetine",0.0579909400610901,FALSE,FALSE
"DBA/2J-fluoxetine","MRL/MpJ-fluoxetine",0.280390598748654,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","MRL/MpJ-fluoxetine",0.0306411504579855,FALSE,FALSE
"PL/J-control","MRL/MpJ-fluoxetine",0.0311040766183688,FALSE,FALSE
"NOD/ShiLtJ-control","MRL/MpJ-fluoxetine",0.000468155244893556,FALSE,FALSE
"C3H/HeJ-control","MRL/MpJ-fluoxetine",0.034550892125687,FALSE,FALSE
"C57BR/cdJ-fluoxetine","MRL/MpJ-fluoxetine",0.000165957927066915,FALSE,FALSE
"BALB/cJ-control","MRL/MpJ-fluoxetine",0.193014815505477,FALSE,FALSE
"NZB/BlNJ-control","MRL/MpJ-fluoxetine",0.0299698719179473,FALSE,FALSE
"CBA/J-control","MRL/MpJ-fluoxetine",0.0648331741964521,FALSE,FALSE
"P/J-control","MRL/MpJ-fluoxetine",0.0110718217856918,FALSE,FALSE
"BALB/cJ-fluoxetine","MRL/MpJ-fluoxetine",0.188606158074615,FALSE,FALSE
"RIIIS/J-control","MRL/MpJ-fluoxetine",0.00137705669450183,FALSE,FALSE
"I/LnJ-fluoxetine","MRL/MpJ-fluoxetine",0.0606905622262196,FALSE,FALSE
"SWR/J-control","MRL/MpJ-fluoxetine",0.988031275439984,FALSE,FALSE
"C58/J-fluoxetine","MRL/MpJ-fluoxetine",0.0252688300088516,FALSE,FALSE
"A/J-control","MRL/MpJ-fluoxetine",8.63704528308648e-08,FALSE,FALSE
"SM/J-control","MRL/MpJ-fluoxetine",0.00160323273877919,FALSE,FALSE
"I/LnJ-control","MRL/MpJ-fluoxetine",0.0023100538667119,FALSE,FALSE
"C57BLKS/J-fluoxetine","MRL/MpJ-fluoxetine",0.15045002788424,FALSE,FALSE
"129S1/SvImJ-control","MRL/MpJ-fluoxetine",1.36884128654631e-05,FALSE,FALSE
"NZW/LacJ-control","MRL/MpJ-fluoxetine",0.0400304644372978,FALSE,FALSE
"AKR/J-fluoxetine","MRL/MpJ-fluoxetine",0.0317867921174701,FALSE,FALSE
"C57BLKS/J-control","MRL/MpJ-fluoxetine",0.000761590968051249,FALSE,FALSE
"129S1/SvImJ-fluoxetine","MRL/MpJ-fluoxetine",2.76662080397202e-06,FALSE,FALSE
"C3H/HeJ-fluoxetine","MRL/MpJ-fluoxetine",0.0117080468111861,FALSE,FALSE
"CE/J-control","MRL/MpJ-fluoxetine",0.416852667046735,FALSE,FALSE
"C58/J-control","MRL/MpJ-fluoxetine",0.0525212646272608,FALSE,FALSE
"BUB/BnJ-control","MRL/MpJ-fluoxetine",0.308414786666426,FALSE,FALSE
"LP/J-fluoxetine","MRL/MpJ-fluoxetine",7.54640073641702e-05,FALSE,FALSE
"C57BL/6J-control","MRL/MpJ-fluoxetine",0.0792768723866516,FALSE,FALSE
"FVB/NJ-control","MRL/MpJ-fluoxetine",0.00117161518927795,FALSE,FALSE
"BUB/BnJ-fluoxetine","MRL/MpJ-fluoxetine",0.00675462979604001,FALSE,FALSE
"FVB/NJ-fluoxetine","MRL/MpJ-fluoxetine",0.0147859433233692,FALSE,FALSE
"AKR/J-control","MRL/MpJ-fluoxetine",0.0388641551859378,FALSE,FALSE
"CE/J-fluoxetine","MRL/MpJ-fluoxetine",0.559048359977002,FALSE,FALSE
"C57BR/cdJ-control","MRL/MpJ-fluoxetine",0.00053583175683891,FALSE,FALSE
"MA/MyJ-fluoxetine","MRL/MpJ-fluoxetine",0.000229349661925676,FALSE,FALSE
"CBA/J-fluoxetine","MRL/MpJ-fluoxetine",0.524017254312843,FALSE,FALSE
"MA/MyJ-control","MRL/MpJ-fluoxetine",0.000976437694086745,FALSE,FALSE
"LG/J-fluoxetine","MRL/MpJ-fluoxetine",0.403543791810417,FALSE,FALSE
"MRL/MpJ-control","MRL/MpJ-fluoxetine",0.596328551614302,FALSE,FALSE
"SJL/J-control","MRL/MpJ-fluoxetine",0.0171660964702819,FALSE,FALSE
"BTBR T+ tf/J-control","MRL/MpJ-fluoxetine",0.0508570674357701,FALSE,FALSE
"NOR/LtJ-control","MRL/MpJ-fluoxetine",0.000523177896538464,FALSE,FALSE
"LG/J-control","MRL/MpJ-fluoxetine",0.103662159500313,FALSE,FALSE
"C57BL/6J-fluoxetine","MRL/MpJ-fluoxetine",0.215409638565946,FALSE,FALSE
"MA/MyJ-control","NOD/ShiLtJ-control",0.30537390373027,FALSE,FALSE
"BUB/BnJ-control","NOD/ShiLtJ-control",0.00237273790631461,FALSE,FALSE
"C58/J-control","NOD/ShiLtJ-control",0.0597899241162258,FALSE,FALSE
"LP/J-control","NOD/ShiLtJ-control",4.35035958911528e-05,FALSE,FALSE
"AKR/J-control","NOD/ShiLtJ-control",0.0198460110730574,FALSE,FALSE
"BTBR T+ tf/J-control","NOD/ShiLtJ-control",0.0240580027904673,FALSE,FALSE
"BALB/cJ-control","NOD/ShiLtJ-control",0.000130746132679808,FALSE,FALSE
"DBA/2J-control","NOD/ShiLtJ-control",3.45528141675011e-08,FALSE,FALSE
"C57BR/cdJ-control","NOD/ShiLtJ-control",0.0313072934043661,FALSE,FALSE
"LG/J-control","NOD/ShiLtJ-control",0.00074642840062093,FALSE,FALSE
"CBA/J-control","NOD/ShiLtJ-control",3.20622304237903e-07,FALSE,FALSE
"FVB/NJ-control","NOD/ShiLtJ-control",0.127345782171967,FALSE,FALSE
"I/LnJ-control","NOD/ShiLtJ-control",0.0314916368857685,FALSE,FALSE
"CE/J-control","NOD/ShiLtJ-control",0.000730548599238267,FALSE,FALSE
"C57BLKS/J-control","NOD/ShiLtJ-control",4.29364947498281e-07,FALSE,FALSE
"A/J-control","NOD/ShiLtJ-control",7.16551795589283e-10,FALSE,FALSE
"C57BL/6J-control","NOD/ShiLtJ-control",1.49575903591523e-06,FALSE,FALSE
"MRL/MpJ-control","NOD/ShiLtJ-control",6.83225636302481e-05,FALSE,FALSE
"129S1/SvImJ-control","NOD/ShiLtJ-control",7.54419822607653e-10,FALSE,FALSE
"C3H/HeJ-control","NOD/ShiLtJ-control",8.98953123415785e-08,FALSE,FALSE
"AKR/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.0334098123521046,FALSE,FALSE
"DBA/2J-control","NOD/ShiLtJ-fluoxetine",2.56135516680396e-07,FALSE,FALSE
"I/LnJ-control","NOD/ShiLtJ-fluoxetine",0.166723615697021,FALSE,FALSE
"A/J-fluoxetine","NOD/ShiLtJ-fluoxetine",1.48091222516928e-10,FALSE,FALSE
"CE/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.00165093427580276,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.383230031822589,FALSE,FALSE
"FVB/NJ-control","NOD/ShiLtJ-fluoxetine",0.452687075910034,FALSE,FALSE
"LP/J-control","NOD/ShiLtJ-fluoxetine",0.000140143486244401,FALSE,FALSE
"C58/J-control","NOD/ShiLtJ-fluoxetine",0.205505671071553,FALSE,FALSE
"PL/J-control","NOD/ShiLtJ-fluoxetine",0.0136011411563873,FALSE,FALSE
"BALB/cJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.000141463506885448,FALSE,FALSE
"129S1/SvImJ-fluoxetine","NOD/ShiLtJ-fluoxetine",6.51081287811796e-09,FALSE,FALSE
"C57BL/6J-control","NOD/ShiLtJ-fluoxetine",6.16128689691052e-06,FALSE,FALSE
"C3H/HeJ-control","NOD/ShiLtJ-fluoxetine",4.62531179286475e-07,FALSE,FALSE
"129S1/SvImJ-control","NOD/ShiLtJ-fluoxetine",2.22403715464469e-09,FALSE,FALSE
"NOD/ShiLtJ-control","NOD/ShiLtJ-fluoxetine",0.423862894356712,FALSE,FALSE
"NZW/LacJ-control","NOD/ShiLtJ-fluoxetine",2.52680012964118e-05,FALSE,FALSE
"P/J-control","NOD/ShiLtJ-fluoxetine",0.0201937272075446,FALSE,FALSE
"RIIIS/J-control","NOD/ShiLtJ-fluoxetine",0.162020329677879,FALSE,FALSE
"I/LnJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.292515197411445,FALSE,FALSE
"SM/J-control","NOD/ShiLtJ-fluoxetine",0.121685110129617,FALSE,FALSE
"MRL/MpJ-control","NOD/ShiLtJ-fluoxetine",0.000365669858473119,FALSE,FALSE
"SWR/J-control","NOD/ShiLtJ-fluoxetine",0.000129124037239984,FALSE,FALSE
"LP/J-fluoxetine","NOD/ShiLtJ-fluoxetine",7.41494583747346e-10,FALSE,FALSE
"NZB/BlNJ-control","NOD/ShiLtJ-fluoxetine",5.34535025464709e-06,FALSE,FALSE
"C57BR/cdJ-control","NOD/ShiLtJ-fluoxetine",0.213828629454183,FALSE,FALSE
"C57BR/cdJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.325056719320465,FALSE,FALSE
"MA/MyJ-control","NOD/ShiLtJ-fluoxetine",0.818992539465,FALSE,FALSE
"C3H/HeJ-fluoxetine","NOD/ShiLtJ-fluoxetine",1.89658797759286e-07,FALSE,FALSE
"CBA/J-control","NOD/ShiLtJ-fluoxetine",1.78284235746109e-06,FALSE,FALSE
"LG/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.000153922703088586,FALSE,FALSE
"C57BLKS/J-control","NOD/ShiLtJ-fluoxetine",1.03934658037542e-06,FALSE,FALSE
"AKR/J-control","NOD/ShiLtJ-fluoxetine",0.0855299736792042,FALSE,FALSE
"C57BL/6J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.000108759337291977,FALSE,FALSE
"DBA/2J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.113276777483366,FALSE,FALSE
"BALB/cJ-control","NOD/ShiLtJ-fluoxetine",0.000420589823174317,FALSE,FALSE
"BTBR T+ tf/J-control","NOD/ShiLtJ-fluoxetine",0.0987133054978397,FALSE,FALSE
"BUB/BnJ-control","NOD/ShiLtJ-fluoxetine",0.00951300460285069,FALSE,FALSE
"FVB/NJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.0443442583368447,FALSE,FALSE
"A/J-control","NOD/ShiLtJ-fluoxetine",1.1856315661147e-09,FALSE,FALSE
"C58/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.344537145673562,FALSE,FALSE
"C57BLKS/J-fluoxetine","NOD/ShiLtJ-fluoxetine",6.21504940746816e-05,FALSE,FALSE
"CE/J-control","NOD/ShiLtJ-fluoxetine",0.00325442062796466,FALSE,FALSE
"MA/MyJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.0188540646260392,FALSE,FALSE
"MRL/MpJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.00168244145241052,FALSE,FALSE
"NOR/LtJ-control","NOD/ShiLtJ-fluoxetine",0.987201374813257,FALSE,FALSE
"CBA/J-fluoxetine","NOD/ShiLtJ-fluoxetine",0.0005051209824533,FALSE,FALSE
"BUB/BnJ-fluoxetine","NOD/ShiLtJ-fluoxetine",0.947513095485574,FALSE,FALSE
"SJL/J-control","NOD/ShiLtJ-fluoxetine",4.19853888590402e-06,FALSE,FALSE
"LG/J-control","NOD/ShiLtJ-fluoxetine",0.00461925735058227,FALSE,FALSE
"NOD/ShiLtJ-control","NOR/LtJ-control",0.417364454282482,FALSE,FALSE
"AKR/J-control","NOR/LtJ-control",0.06196115371423,FALSE,FALSE
"C58/J-control","NOR/LtJ-control",0.198513043471449,FALSE,FALSE
"BUB/BnJ-control","NOR/LtJ-control",0.00377722544951206,FALSE,FALSE
"DBA/2J-control","NOR/LtJ-control",7.16963711932245e-08,FALSE,FALSE
"FVB/NJ-control","NOR/LtJ-control",0.398278168201815,FALSE,FALSE
"MA/MyJ-control","NOR/LtJ-control",0.814915674336027,FALSE,FALSE
"BTBR T+ tf/J-control","NOR/LtJ-control",0.0792822539512966,FALSE,FALSE
"BALB/cJ-control","NOR/LtJ-control",0.000583928772366447,FALSE,FALSE
"A/J-control","NOR/LtJ-control",1.03640513555778e-10,FALSE,FALSE
"C57BR/cdJ-control","NOR/LtJ-control",0.180602824584355,FALSE,FALSE
"CE/J-control","NOR/LtJ-control",0.000961935000903675,FALSE,FALSE
"C57BLKS/J-control","NOR/LtJ-control",1.24027618212791e-07,FALSE,FALSE
"LG/J-control","NOR/LtJ-control",0.00132662821078918,FALSE,FALSE
"I/LnJ-control","NOR/LtJ-control",0.12121357576031,FALSE,FALSE
"MRL/MpJ-control","NOR/LtJ-control",4.25021053393546e-05,FALSE,FALSE
"LP/J-control","NOR/LtJ-control",0.000104652120186554,FALSE,FALSE
"C3H/HeJ-control","NOR/LtJ-control",3.18689917421846e-08,FALSE,FALSE
"129S1/SvImJ-control","NOR/LtJ-control",9.07326729663283e-10,FALSE,FALSE
"CBA/J-control","NOR/LtJ-control",7.43047491601253e-07,FALSE,FALSE
"C57BL/6J-control","NOR/LtJ-control",6.68989663536742e-07,FALSE,FALSE
"AKR/J-fluoxetine","NOR/LtJ-fluoxetine",0.00659402783144006,FALSE,FALSE
"LP/J-fluoxetine","NOR/LtJ-fluoxetine",1.16415854134989e-13,FALSE,FALSE
"LP/J-control","NOR/LtJ-fluoxetine",1.86382192664969e-06,FALSE,FALSE
"C57BR/cdJ-fluoxetine","NOR/LtJ-fluoxetine",0.0582509075194563,FALSE,FALSE
"BALB/cJ-fluoxetine","NOR/LtJ-fluoxetine",5.46174777307448e-06,FALSE,FALSE
"BALB/cJ-control","NOR/LtJ-fluoxetine",2.36860133620813e-05,FALSE,FALSE
"CBA/J-control","NOR/LtJ-fluoxetine",3.24999591471612e-09,FALSE,FALSE
"NZB/BlNJ-control","NOR/LtJ-fluoxetine",7.1150668021955e-10,FALSE,FALSE
"C3H/HeJ-control","NOR/LtJ-fluoxetine",3.77057617663792e-11,FALSE,FALSE
"RIIIS/J-control","NOR/LtJ-fluoxetine",0.120695051785107,FALSE,FALSE
"A/J-fluoxetine","NOR/LtJ-fluoxetine",1.34575263746464e-15,FALSE,FALSE
"DBA/2J-fluoxetine","NOR/LtJ-fluoxetine",0.131435178560963,FALSE,FALSE
"C57BLKS/J-fluoxetine","NOR/LtJ-fluoxetine",1.75876655428054e-06,FALSE,FALSE
"BUB/BnJ-control","NOR/LtJ-fluoxetine",0.000606478637472666,FALSE,FALSE
"PL/J-control","NOR/LtJ-fluoxetine",0.00227788883909442,FALSE,FALSE
"AKR/J-control","NOR/LtJ-fluoxetine",0.0502926605349221,FALSE,FALSE
"BTBR T+ tf/J-fluoxetine","NOR/LtJ-fluoxetine",0.53796597985707,FALSE,FALSE
"MRL/MpJ-fluoxetine","NOR/LtJ-fluoxetine",2.39704812204783e-05,FALSE,FALSE
"NOD/ShiLtJ-control","NOR/LtJ-fluoxetine",0.104368768200995,FALSE,FALSE
"I/LnJ-control","NOR/LtJ-fluoxetine",0.170604053004843,FALSE,FALSE
"A/J-control","NOR/LtJ-fluoxetine",3.92485916836721e-15,FALSE,FALSE
"P/J-control","NOR/LtJ-fluoxetine",0.00122002007363531,FALSE,FALSE
"C57BLKS/J-control","NOR/LtJ-fluoxetine",7.7906781896936e-11,FALSE,FALSE
"NOD/ShiLtJ-fluoxetine","NOR/LtJ-fluoxetine",0.539243887496299,FALSE,FALSE
"I/LnJ-fluoxetine","NOR/LtJ-fluoxetine",0.337631036734489,FALSE,FALSE
"LG/J-control","NOR/LtJ-fluoxetine",0.000209106143819198,FALSE,FALSE
"C58/J-control","NOR/LtJ-fluoxetine",0.218764205448912,FALSE,FALSE
"MA/MyJ-control","NOR/LtJ-fluoxetine",0.724277940403457,FALSE,FALSE
"C57BR/cdJ-control","NOR/LtJ-fluoxetine",0.319916016229179,FALSE,FALSE
"DBA/2J-control","NOR/LtJ-fluoxetine",1.77857907642625e-10,FALSE,FALSE
"BUB/BnJ-fluoxetine","NOR/LtJ-fluoxetine",0.658002836672132,FALSE,FALSE
"FVB/NJ-fluoxetine","NOR/LtJ-fluoxetine",0.0102402307867717,FALSE,FALSE
"129S1/SvImJ-control","NOR/LtJ-fluoxetine",1.97682575556525e-13,FALSE,FALSE
"NZW/LacJ-control","NOR/LtJ-fluoxetine",4.63609559364342e-09,FALSE,FALSE
"CBA/J-fluoxetine","NOR/LtJ-fluoxetine",9.44453520263012e-06,FALSE,FALSE
"NOR/LtJ-control","NOR/LtJ-fluoxetine",0.493557197677339,FALSE,FALSE
"C58/J-fluoxetine","NOR/LtJ-fluoxetine",0.162335114732211,FALSE,FALSE
