"Comparison","Difference","p-value","CI-Low","CI-High","p-value","CI-Low","CI-High"
"NOR/LtJcontrol - C57BR/cdJcontrol","-0.375353145877357","0.58843843866078","-1.53370015010625","0.782993858351539","0.63646479857041","-1.65992557791666","0.909219286161946"
"NOR/LtJfluoxetine - C57BR/cdJcontrol","-0.289427255224248","0.629370617288661","-1.27265638421646","0.69380187376796","0.68731979100347","-1.41481436562011","0.835959855171611"
"NZB/BlNJcontrol - C57BR/cdJcontrol","-2.32084571811053","0.00000263456277034716","-3.37113778872343","-1.27055364749763","0.0000370850695390219","-3.50649818004022","-1.13519325618083"
"NZB/BlNJfluoxetine - C57BR/cdJcontrol","-3.43890089133185","1.69566666787466e-12","-4.48919296194475","-2.38860882071895","7.12415689074127e-10","-4.62455335326154","-2.25324842940215"
"NZW/LacJcontrol - C57BR/cdJcontrol","-1.16738211672445","0.0388903334170602","-2.28297085491198","-0.0517933785369253","0.0684720357076061","-2.41257167114994","0.0778074377010343"
"NZW/LacJfluoxetine - C57BR/cdJcontrol","-1.23810953589376","0.0274225021393259","-2.35369827408129","-0.122520797706237","0.0517147709652261","-2.48329909031925","0.00708001853172235"
"P/Jcontrol - C57BR/cdJcontrol","-0.773354006326956","0.191070533920074","-1.88894274451448","0.34223473186057","0.250746623829429","-2.01854356075244","0.471835548098529"
"P/Jfluoxetine - C57BR/cdJcontrol","-1.74887164590273","0.000492708994086548","-2.79916371651563","-0.698579575289834","0.00215410017506496","-2.93452410783243","-0.563219183973039"
"PL/Jcontrol - C57BR/cdJcontrol","-1.22759492387901","0.0161683279796554","-2.25232861313705","-0.202861234620974","0.036723672280241","-2.39016587678151","-0.0650239709765197"
"PL/Jfluoxetine - C57BR/cdJcontrol","-1.48856107498528","0.00273416653595968","-2.51329476424332","-0.463827385727242","0.00898173855283016","-2.65113202788778","-0.325990122082787"
"RIIIS/Jcontrol - C57BR/cdJcontrol","-1.25002063983649","0.0258200313955386","-2.36560937802402","-0.134431901648967","0.0488098194881628","-2.49521019426198","-0.00483108541100719"
"RIIIS/Jfluoxetine - C57BR/cdJcontrol","-1.11785503062217","0.0304150990058155","-2.14258871988021","-0.093121341364131","0.0609096912709884","-2.28042598352467","0.0447159222803237"
"SJL/Jcontrol - C57BR/cdJcontrol","-0.749956490315801","0.176396640585926","-1.8002485609287","0.300335580297099","0.240288767551055","-1.9356089522455","0.435695971613894"
"SJL/Jfluoxetine - C57BR/cdJcontrol","-3.44370440498248","1.58451311143622e-12","-4.49399647559538","-2.39341233436958","6.77806528852461e-10","-4.62935686691217","-2.25805194305278"
"SM/Jcontrol - C57BR/cdJcontrol","-1.24016418873154","0.0341604279342232","-2.39851119296044","-0.081817184502647","0.0596125820806701","-2.52473662077085","0.0444082433077602"
"SM/Jfluoxetine - C57BR/cdJcontrol","-2.43738446739071","0.00000346217726406252","-3.55297320557823","-1.32179572920318","0.0000358901331703749","-3.68257402181619","-1.19219491296522"
"SWR/Jcontrol - C57BR/cdJcontrol","-0.941536651364988","0.0747833266119945","-1.96627034062303","0.0831970378930521","0.123203062272811","-2.10410760426748","0.221034301537507"
"SWR/Jfluoxetine - C57BR/cdJcontrol","-0.81017733732797","0.129979697262897","-1.83491102658601","0.21455635193007","0.190107614218811","-1.97274829023046","0.352393615574525"
"C58/Jcontrol - C57BR/cdJfluoxetine","-0.309964384588475","0.672586398538258","-1.47667501370484","0.856746244527889","0.713763410769332","-1.60227351463193","0.982344745454982"
"C58/Jfluoxetine - C57BR/cdJfluoxetine","-0.549984280640111","0.403543047399534","-1.71669490975647","0.616726348476254","0.463959440775907","-1.84229341068357","0.742324849403347"
"CBA/Jcontrol - C57BR/cdJfluoxetine","-1.12621759272646","0.0290500757491814","-2.1509512819845","-0.101483903468421","0.0585723579142289","-2.28878854562896","0.0363533601760335"
"CBA/Jfluoxetine - C57BR/cdJfluoxetine","-0.889232121672488","0.0995559973102679","-1.93010434217846","0.151640098833488","0.152645622346608","-2.06636211427186","0.287897870926889"
"CE/Jcontrol - C57BR/cdJfluoxetine","-0.863379880879014","0.159192934096885","-2.03009050999538","0.30333074823735","0.211635807742579","-2.15568901092247","0.428929249164443"
"CE/Jfluoxetine - C57BR/cdJfluoxetine","-0.681682308910313","0.238621139958173","-1.76184645996452","0.398481842143895","0.304726144025695","-1.89447525524713","0.531110637426498"
"DBA/2Jcontrol - C57BR/cdJfluoxetine","-2.11790960566803","0.00000513040334565451","-3.10396005790271","-1.13185915343335","0.0000805445953751169","-3.24581195795251","-0.990007253383554"
"DBA/2Jfluoxetine - C57BR/cdJfluoxetine","-2.89103822825891","4.73322393495806e-10","-3.88862182645798","-1.89345463005985","7.42011273320265e-8","-4.02924173292543","-1.7528347235924"
"FVB/NJcontrol - C57BR/cdJfluoxetine","-0.139768238138195","0.865621598539846","-1.30647886725456","1.02694239097817","0.883951134916785","-1.43207736818165","1.15254089190526"
"FVB/NJfluoxetine - C57BR/cdJfluoxetine","-0.380658347440035","0.585726835236963","-1.5473689765564","0.786052281676329","0.633851675326321","-1.67296747748349","0.911650782603422"
"I/LnJcontrol - C57BR/cdJfluoxetine","-1.16694694316774","0.0368820646934585","-2.2713874770647","-0.0625064092707825","0.0662735771871238","-2.40191757590388","0.0680236895683988"
"I/LnJfluoxetine - C57BR/cdJfluoxetine","-1.97194937163573","0.000637214977390439","-3.17960960594351","-0.764289137327945","0.00202056165729561","-3.30228478824379","-0.641613955027659"
"LG/Jcontrol - C57BR/cdJfluoxetine","-0.891811506500739","0.121159086339596","-1.9962520403977","0.21262902739622","0.173660623323296","-2.12678213923688","0.343159126235401"
"LG/Jfluoxetine - C57BR/cdJfluoxetine","-2.41266821863358","0.0000118517265449098","-3.57937884774994","-1.24595758951721","0.0000822526554233573","-3.70497734867704","-1.12035908859012"
"LP/Jcontrol - C57BR/cdJfluoxetine","-1.88920340763101","0.000715973334530596","-3.05591403674737","-0.722492778514646","0.00235576650604794","-3.18151253767447","-0.596894277587553"
"LP/Jfluoxetine - C57BR/cdJfluoxetine","-2.96303181425981","6.4033059158061e-11","-3.93864757649602","-1.98741605202359","2.15362360737618e-8","-4.08164092618898","-1.84442270233063"
"MA/MyJcontrol - C57BR/cdJfluoxetine","-0.209156307001591","0.788298305260592","-1.37586693611796","0.957554322114773","0.816936784315783","-1.50146543704505","1.08315282304187"
"MA/MyJfluoxetine - C57BR/cdJfluoxetine","-1.08190000510535","0.0715991598035756","-2.24861063422172","0.0848106240110094","0.110633767411214","-2.37420913514881","0.210409124938102"
"MRL/MpJcontrol - C57BR/cdJfluoxetine","-0.466262173141067","0.462800984416922","-1.57070270703803","0.638178360755891","0.524251069582576","-1.70123280587721","0.768708459595072"
"MRL/MpJfluoxetine - C57BR/cdJfluoxetine","-1.10480161722215","0.07602457029168","-2.31246185152993","0.102858617085628","0.113363738528673","-2.43513703383022","0.225533799385915"
"NOD/ShiLtJcontrol - C57BR/cdJfluoxetine","0.0775307775789182","0.930758974163076","-1.02690975631804","1.18197131147588","0.942494370013217","-1.15743985515722","1.31250141031506"
"NOD/ShiLtJfluoxetine - C57BR/cdJfluoxetine","-0.0671654990655475","0.941108495320159","-1.17160603296251","1.03727503483141","0.951099343983451","-1.30213613180169","1.16780513367059"
"NOR/LtJcontrol - C57BR/cdJfluoxetine","-0.0702304513719521","0.94428444974967","-1.27789068567973","1.13742978293583","0.952521716215295","-1.40056586798002","1.26010496523612"
"NOR/LtJfluoxetine - C57BR/cdJfluoxetine","0.0156954392811572","0.987582727936141","-1.02517678122482","1.05656765978713","0.99008946765814","-1.16143455331822","1.19282543188053"
"NZB/BlNJcontrol - C57BR/cdJfluoxetine","-2.01572302360512","0.000123144806768465","-3.12016355750208","-0.911282489708166","0.000638833493107012","-3.25069365634126","-0.780752390868985"
"NZB/BlNJfluoxetine - C57BR/cdJfluoxetine","-3.13377819682644","1.09792115097921e-9","-4.2382187307234","-2.02933766292948","6.37613044181377e-8","-4.36874882956258","-1.8988075640903"
"NZW/LacJcontrol - C57BR/cdJfluoxetine","-0.862259422219046","0.159436149607522","-2.02897005133541","0.304451206897318","0.212059764228819","-2.1545685522625","0.430049707824411"
"NZW/LacJfluoxetine - C57BR/cdJfluoxetine","-0.932986841388358","0.125582643978099","-2.09969747050472","0.233723787728006","0.173660623323296","-2.22529597143182","0.359322288655099"
"P/Jcontrol - C57BR/cdJfluoxetine","-0.468231311821551","0.488598024378628","-1.63494194093792","0.698479317294813","0.544094629152773","-1.76054044186501","0.824077818221906"
"P/Jfluoxetine - C57BR/cdJfluoxetine","-1.44374895139733","0.00788000737845283","-2.54818948529429","-0.339308417500371","0.0187239107409682","-2.67871958413347","-0.208778318661189"
"PL/Jcontrol - C57BR/cdJfluoxetine","-0.922472229373609","0.0995559973102679","-2.00263638042782","0.157691921680599","0.149624050763453","-2.13526517571042","0.290320716963202"
"PL/Jfluoxetine - C57BR/cdJfluoxetine","-1.18343838047988","0.0295780772187708","-2.26360253153409","-0.103274229425668","0.0566871537432823","-2.39623132681669","0.0293545658569352"
"RIIIS/Jcontrol - C57BR/cdJfluoxetine","-0.944897945331088","0.120053570547827","-2.11160857444745","0.221812683785277","0.167397983785796","-2.23720707537454","0.34741118471237"
"RIIIS/Jfluoxetine - C57BR/cdJfluoxetine","-0.812732336116766","0.151901256222399","-1.89289648717097","0.267431814937443","0.210011569438593","-2.02552528245358","0.400060610220046"
"SJL/Jcontrol - C57BR/cdJfluoxetine","-0.444833795810396","0.487271818620345","-1.54927432970735","0.659606738086562","0.546788167190244","-1.67980442854654","0.790136836925744"
"SJL/Jfluoxetine - C57BR/cdJfluoxetine","-3.13858171047707","1.04154610486211e-9","-4.24302224437403","-2.03414117658012","6.0970364493192e-8","-4.37355234321321","-1.90361107774093"
"SM/Jcontrol - C57BR/cdJfluoxetine","-0.935041494226138","0.13822525057516","-2.14270172853392","0.272618740081643","0.18640732940754","-2.26537691083421","0.395293922381929"
"SM/Jfluoxetine - C57BR/cdJfluoxetine","-2.1322617728853","0.000120729539128427","-3.29897240200167","-0.965551143768939","0.000549225030702541","-3.42457090292876","-0.839952642841846"
"SWR/Jcontrol - C57BR/cdJfluoxetine","-0.636413956859583","0.275805133078667","-1.71657810791379","0.443750194194626","0.343500408971001","-1.84920690319639","0.576378989477229"
"SWR/Jfluoxetine - C57BR/cdJfluoxetine","-0.505054642822564","0.407900684841985","-1.58521879387677","0.575109508231644","0.47479913649302","-1.71784758915938","0.707738303514247"
"C58/Jfluoxetine - C58/Jcontrol","-0.240019896051635","0.77072986446451","-1.4872860228119","1.00724623070863","0.799011001022048","-1.60734947322931","1.12730968112604"
"CBA/Jcontrol - C58/Jcontrol","-0.816253208137986","0.164573260765981","-1.93184194632551","0.29933553004954","0.221675827686522","-2.06144276256347","0.4289363462875"
"CBA/Jfluoxetine - C58/Jcontrol","-0.579267737084013","0.356659983979449","-1.70969866301071","0.551163188842682","0.420494782021344","-1.83809459153915","0.679559117371125"
"CE/Jcontrol - C58/Jcontrol","-0.553415496290539","0.438447617349708","-1.8006816230508","0.693850630469723","0.490985910523759","-1.92074507346822","0.813914080887139"
"CE/Jfluoxetine - C58/Jcontrol","-0.371717924321838","0.594796060737975","-1.5384285534382","0.794992704794526","0.641519979524666","-1.6640270543653","0.920591205721619"
"DBA/2Jcontrol - C58/Jcontrol","-1.80794522107956","0.000462723417228601","-2.88810937213377","-0.727781070025349","0.00191742872607476","-3.02073816741637","-0.595152274742746"
"DBA/2Jfluoxetine - C58/Jcontrol","-2.58107384367044","4.49013001638458e-7","-3.67177643111866","-1.49037125622222","0.00000796130111380343","-3.80348127484352","-1.35866641249735"
"FVB/NJcontrol - C58/Jcontrol","0.17019614645028","0.845047276098194","-1.07706998030998","1.41746227321054","0.865472410116954","-1.1971334307274","1.53752572362796"
"FVB/NJfluoxetine - C58/Jcontrol","-0.0706939628515602","0.94428444974967","-1.31796008961182","1.1765721639087","0.952521716215295","-1.43802354002924","1.29663561432612"
"I/LnJcontrol - C58/Jcontrol","-0.856982558579266","0.172144948494759","-2.04620414927843","0.332239032119895","0.224423507057386","-2.17016630287396","0.456201185715433"
"I/LnJfluoxetine - C58/Jcontrol","-1.66198498704725","0.00870841622754942","-2.94763748301915","-0.376332491075354","0.0168995390664678","-3.06535443769974","-0.258615536394762"
"LG/Jcontrol - C58/Jcontrol","-0.581847121912263","0.38209988002839","-1.77106871261142","0.607374468786897","0.4395739991923","-1.89503086620696","0.731336622382435"
"LG/Jfluoxetine - C58/Jcontrol","-2.1027038340451","0.000417305691666002","-3.34996996080536","-0.855437707284841","0.00131820160304381","-3.47003341122278","-0.735374256867424"
"LP/Jcontrol - C58/Jcontrol","-1.57923902304253","0.0104009868954589","-2.8265051498028","-0.331972896282273","0.0203914528467889","-2.94656860022021","-0.211909445864856"
"LP/Jfluoxetine - C58/Jcontrol","-2.65306742967133","1.23213846456316e-7","-3.72371453044459","-1.58242032889807","0.00000315484159562758","-3.85719522318446","-1.4489396361582"
"MA/MyJcontrol - C58/Jcontrol","0.100808077586884","0.917939416839035","-1.14645804917338","1.34807420434715","0.929825388815197","-1.26652149959079","1.46813765476456"
"MA/MyJfluoxetine - C58/Jcontrol","-0.77193562051688","0.250213331776236","-2.01920174727714","0.475330506243382","0.302727347670739","-2.13926519769456","0.595393956660799"
"MRL/MpJcontrol - C58/Jcontrol","-0.156297788552592","0.851390756567082","-1.34551937925175","1.03292380214657","0.872528241305646","-1.46948153284729","1.15688595574211"
"MRL/MpJfluoxetine - C58/Jcontrol","-0.794837232633677","0.250472566795386","-2.08048972860557","0.49081526333822","0.301206333554613","-2.19820668328617","0.608532218018812"
"NOD/ShiLtJcontrol - C58/Jcontrol","0.387495162167393","0.586065059584733","-0.801726428531767","1.57671675286655","0.6333936909446","-0.925688582127305","1.70067890646209"
"NOD/ShiLtJfluoxetine - C58/Jcontrol","0.242798885522928","0.755941072028965","-0.946422705176233","1.43202047622209","0.78897814210485","-1.07038485877177","1.55598262981763"
"NOR/LtJcontrol - C58/Jcontrol","0.239733933216523","0.776266699111743","-1.04591856275537","1.52538642918842","0.804877009172033","-1.16363551743597","1.64310338386901"
"NOR/LtJfluoxetine - C58/Jcontrol","0.325659823869632","0.638796007180621","-0.804771102057062","1.45609074979633","0.685625463399321","-0.933167030585506","1.58448667832477"
"NZB/BlNJcontrol - C58/Jcontrol","-1.70575863901665","0.00313884259016358","-2.89498022971581","-0.516537048317489","0.00786160256772519","-3.01894238331135","-0.392574894721951"
"NZB/BlNJfluoxetine - C58/Jcontrol","-2.82381381223797","4.1228125550223e-7","-4.01303540293713","-1.6345922215388","0.00000502493171912095","-4.13699755653266","-1.51063006794327"
"NZW/LacJcontrol - C58/Jcontrol","-0.552295037630571","0.438808768415259","-1.79956116439083","0.694971089129691","0.491193029359929","-1.91962461480825","0.815034539547107"
"NZW/LacJfluoxetine - C58/Jcontrol","-0.623022456799883","0.370323082962678","-1.87028858356015","0.624243669960379","0.426431761112693","-1.99035203397756","0.744307120377795"
"P/Jcontrol - C58/Jcontrol","-0.158266927233076","0.856830824677775","-1.40553305399334","1.08899919952719","0.875410310114421","-1.52559650441075","1.2090626499446"
"P/Jfluoxetine - C58/Jcontrol","-1.13378456680885","0.0629805822136506","-2.32300615750801","0.0554370238903066","0.0973789687266058","-2.44696831110355","0.179399177485845"
"PL/Jcontrol - C58/Jcontrol","-0.612507844785134","0.343790496576853","-1.7792184739015","0.55420278433123","0.403870559891709","-1.90481697482859","0.679801285258323"
"PL/Jfluoxetine - C58/Jcontrol","-0.873473995891402","0.15386551644692","-2.04018462500777","0.293236633224963","0.206145121595647","-2.16578312593486","0.418835134152056"
"RIIIS/Jcontrol - C58/Jcontrol","-0.634933560742613","0.360394193592015","-1.88219968750287","0.61233256601765","0.416007637277502","-2.00226313792029","0.732396016435066"
"RIIIS/Jfluoxetine - C58/Jcontrol","-0.502767951528291","0.452835805807623","-1.66947858064466","0.663942677588073","0.510053951670805","-1.79507708157175","0.789541178515166"
"SJL/Jcontrol - C58/Jcontrol","-0.134869411221921","0.875430406998855","-1.32409100192108","1.05435217947724","0.893171468364332","-1.44805315551662","1.17831433307278"
"SJL/Jfluoxetine - C58/Jcontrol","-2.8286173258886","3.93551556406181e-7","-4.01783891658776","-1.63939573518944","0.00000485747661347981","-4.1418010701833","-1.5154335815939"
"SM/Jcontrol - C58/Jcontrol","-0.625077109637663","0.384854634868172","-1.91072960560956","0.660575386334234","0.437066778856266","-2.02844656029015","0.778292341014826"
"SM/Jfluoxetine - C58/Jcontrol","-1.82229738829683","0.00256134392974687","-3.06956351505709","-0.575031261536566","0.00615733482841701","-3.18962696547451","-0.45496781111915"
"SWR/Jcontrol - C58/Jcontrol","-0.326449572271108","0.652446882638606","-1.49316020138747","0.840261056845257","0.696236593571795","-1.61875870231456","0.96585955777235"
"SWR/Jfluoxetine - C58/Jcontrol","-0.195090258234089","0.803121968473668","-1.36180088735045","0.971620370882275","0.830000255271668","-1.48739938827755","1.09721887180937"
"CBA/Jcontrol - C58/Jfluoxetine","-0.576233312086351","0.352558564995546","-1.69182205027388","0.539355426101175","0.417424784160553","-1.82142286651184","0.668956242339135"
"CBA/Jfluoxetine - C58/Jfluoxetine","-0.339247841032377","0.621058229176268","-1.46967876695907","0.791183084894317","0.669308277128688","-1.59807469548752","0.919579013422761"
"CE/Jcontrol - C58/Jfluoxetine","-0.313395600238904","0.692433289002053","-1.56066172699917","0.933870526521358","0.727688316440005","-1.68072517741658","1.05393397693877"
"CE/Jfluoxetine - C58/Jfluoxetine","-0.131698028270203","0.875482574165588","-1.29840865738657","1.03501260084616","0.893623309524025","-1.42400715831366","1.16061110177325"
"DBA/2Jcontrol - C58/Jfluoxetine","-1.56792532502792","0.0027532076561662","-2.64808947608213","-0.487761173973713","0.00825340431202648","-2.78071827136473","-0.35513237869111"
"DBA/2Jfluoxetine - C58/Jfluoxetine","-2.3410539476188","0.00000520264640938666","-3.43175653506702","-1.25035136017058","0.0000538348661915519","-3.56346137879189","-1.11864651644572"
"FVB/NJcontrol - C58/Jfluoxetine","0.410216042501915","0.581444670701781","-0.837050084258347","1.65748216926218","0.626485836477676","-0.957113534675763","1.77754561967959"
"FVB/NJfluoxetine - C58/Jfluoxetine","0.169325933200075","0.845347211752301","-1.07794019356019","1.41659205996034","0.865935022444891","-1.1980036439776","1.53665551037775"
"I/LnJcontrol - C58/Jfluoxetine","-0.616962662527631","0.350371563205105","-1.80618425322679","0.57225892817153","0.409267938027418","-1.93014640682233","0.696221081767068"
"I/LnJfluoxetine - C58/Jfluoxetine","-1.42196509099562","0.0279377134261732","-2.70761758696751","-0.136312595023719","0.0465041785247136","-2.8253345416481","-0.0185956403431267"
"LG/Jcontrol - C58/Jfluoxetine","-0.341827225860628","0.639544771491294","-1.53104881655979","0.847394364838532","0.684097967379224","-1.65501097015533","0.97135651843407"
"LG/Jfluoxetine - C58/Jfluoxetine","-1.86268393799347","0.0019829379757109","-3.10995006475373","-0.615417811233205","0.00498386723688071","-3.23001351517115","-0.495354360815789"
"LP/Jcontrol - C58/Jfluoxetine","-1.3392191269909","0.0335860679834094","-2.58648525375116","-0.0919530002306375","0.0556967826683456","-2.70654870416858","0.0281104501867788"
"LP/Jfluoxetine - C58/Jfluoxetine","-2.4130475336197","0.00000163025757582955","-3.48369463439296","-1.34240043284643","0.0000231572544262239","-3.61717532713282","-1.20891974010657"
"MA/MyJcontrol - C58/Jfluoxetine","0.340827973638519","0.661173351804823","-0.906438153121743","1.58809410039878","0.700601049598661","-1.02650160353916","1.7081575508162"
"MA/MyJfluoxetine - C58/Jfluoxetine","-0.531915724465244","0.457757105395225","-1.77918185122551","0.715350402295018","0.510053951670805","-1.89924530164292","0.835413852712434"
"MRL/MpJcontrol - C58/Jfluoxetine","0.0837221074990431","0.930758974163076","-1.10549948320012","1.2729436981982","0.941804909578963","-1.22946163679566","1.39690585179374"
"MRL/MpJfluoxetine - C58/Jfluoxetine","-0.554817336582042","0.452579745279242","-1.84046983255394","0.730835159389855","0.504047846370265","-1.95818678723453","0.848552114070447"
"NOD/ShiLtJcontrol - C58/Jfluoxetine","0.627515058219029","0.340728525204541","-0.561706532480132","1.81673664891819","0.399405348236049","-0.68566868607567","1.94069880251373"
"NOD/ShiLtJfluoxetine - C58/Jfluoxetine","0.482818781574563","0.483098562961583","-0.706402809124598","1.67204037227372","0.537565219657588","-0.830364962720135","1.79600252586926"
"NOR/LtJcontrol - C58/Jfluoxetine","0.479753829268158","0.521773577194763","-0.805898666703738","1.76540632524006","0.56754751340679","-0.923615621384331","1.88312327992065"
"NOR/LtJfluoxetine - C58/Jfluoxetine","0.565679719921268","0.369522009933523","-0.564751206005427","1.69611064584796","0.432131985812801","-0.69314713453387","1.82450657437641"
"NZB/BlNJcontrol - C58/Jfluoxetine","-1.46573874296501","0.0130094179987514","-2.65496033366417","-0.276517152265853","0.025852753679291","-2.77892248725971","-0.152554998670315"
"NZB/BlNJfluoxetine - C58/Jfluoxetine","-2.58379391618633","0.00000394640941433698","-3.77301550688549","-1.39457232548717","0.0000313279004129102","-3.89697766048103","-1.27061017189163"
"NZW/LacJcontrol - C58/Jfluoxetine","-0.312275141578936","0.693672822001065","-1.5595412683392","0.934990985181327","0.728563873260574","-1.67960471875661","1.05505443559874"
"NZW/LacJfluoxetine - C58/Jfluoxetine","-0.383002560748248","0.610941723418814","-1.63026868750851","0.864263566012014","0.652458605312318","-1.75033213792593","0.984327016429431"
"P/Jcontrol - C58/Jfluoxetine","0.0817529688185594","0.936678043237268","-1.1655131579417","1.32901909557882","0.946026406635498","-1.28557660835912","1.44908254599624"
"P/Jfluoxetine - C58/Jfluoxetine","-0.893764670757219","0.152167786931951","-2.08298626145638","0.295456919941942","0.20272574582316","-2.20694841505192","0.41941907353748"
"PL/Jcontrol - C58/Jfluoxetine","-0.372487948733499","0.594468589030015","-1.53919857784986","0.794222680382865","0.641519979524666","-1.66479707877696","0.919821181309958"
"PL/Jfluoxetine - C58/Jfluoxetine","-0.633454099839766","0.323056834780214","-1.80016472895613","0.533256529276598","0.383571560912886","-1.92576322988322","0.658855030203691"
"RIIIS/Jcontrol - C58/Jfluoxetine","-0.394913664690977","0.597076795441439","-1.64217979145124","0.852352462069285","0.641519979524666","-1.76224324186866","0.972415912486701"
"RIIIS/Jfluoxetine - C58/Jfluoxetine","-0.262748055476655","0.729512772294574","-1.42945868459302","0.903962573639709","0.765852445381937","-1.55505718552011","1.0295610745668"
"SJL/Jcontrol - C58/Jfluoxetine","0.105150484829714","0.907579095632491","-1.08407110586945","1.29437207552888","0.92165461531667","-1.20803325946498","1.41833422912441"
"SJL/Jfluoxetine - C58/Jfluoxetine","-2.58859742983696","0.00000377883465676807","-3.77781902053612","-1.3993758391378","0.0000303293728431964","-3.90178117413166","-1.27541368554227"
"SM/Jcontrol - C58/Jfluoxetine","-0.385057213586027","0.621719048538249","-1.67070970955792","0.900595282385869","0.661247314621315","-1.78842666423852","1.01831223706646"
"SM/Jfluoxetine - C58/Jfluoxetine","-1.58227749224519","0.0102340262297776","-2.82954361900546","-0.335011365484931","0.0201454395993614","-2.94960706942287","-0.214947915067515"
"SWR/Jcontrol - C58/Jfluoxetine","-0.0864296762194723","0.928275269710559","-1.25314030533584","1.08028095289689","0.940532112057005","-1.37873880626293","1.20587945382398"
"SWR/Jfluoxetine - C58/Jfluoxetine","0.0449296378175461","0.961098245488114","-1.12178099129882","1.21164026693391","0.967453364586567","-1.24737949222591","1.337238767861"
"CBA/Jfluoxetine - CBA/Jcontrol","0.236985471053973","0.7067731942263","-0.746243657938234","1.22021460004618","0.756382887842978","-0.888401639341886","1.36237258144983"
"CE/Jcontrol - CBA/Jcontrol","0.262837711847447","0.71528512306024","-0.852751026340079","1.37842645003497","0.756382887842978","-0.982351842578039","1.50802726627293"
"CE/Jfluoxetine - CBA/Jcontrol","0.444535283816148","0.450083033962477","-0.580198405441892","1.46926897307419","0.517248526785619","-0.718035669086347","1.60710623671864"
"DBA/2Jcontrol - CBA/Jcontrol","-0.991692012941571","0.0338885661077684","-1.91668932917008","-0.0666946967130592","0.0730539110941837","-2.06560555170116","0.0822215258180212"
"DBA/2Jfluoxetine - CBA/Jcontrol","-1.76482063553245","0.0000726503733341623","-2.70210265076241","-0.827538620302493","0.000689246320004128","-2.84952002827254","-0.680121242792366"
"FVB/NJcontrol - CBA/Jcontrol","0.986449354588266","0.0871193277185331","-0.12913938359926","2.10203809277579","0.131975527304421","-0.258740199837219","2.23163890901375"
"FVB/NJfluoxetine - CBA/Jcontrol","0.745559245286426","0.208961505101077","-0.3700294929011","1.86114798347395","0.270459096408594","-0.49963030913906","1.99074879971191"
"I/LnJcontrol - CBA/Jcontrol","-0.0407293504412798","0.961098245488114","-1.09102142105418","1.00956272017162","0.967453364586567","-1.22638181237097","1.14492311148842"
"I/LnJfluoxetine - CBA/Jcontrol","-0.845731778909265","0.165312931533246","-2.00407878313816","0.312615225319631","0.219796040061584","-2.13030421094857","0.438840653130038"
"LG/Jcontrol - CBA/Jcontrol","0.234406086225723","0.732448327562062","-0.815885984387177","1.28469815683862","0.772616225808971","-0.951246375703972","1.42005854815542"
"LG/Jfluoxetine - CBA/Jcontrol","-1.28645062590712","0.0212459526718096","-2.40203936409464","-0.170861887719591","0.041642764083313","-2.5316401803326","-0.0412610714816311"
"LP/Jcontrol - CBA/Jcontrol","-0.762985814904549","0.197152256958721","-1.87857455309207","0.352602923282977","0.257615145893924","-2.00817536933003","0.482203739520937"
"LP/Jfluoxetine - CBA/Jcontrol","-1.83681422153334","0.0000217438838439672","-2.7506799973459","-0.92294844572079","0.000321502377837913","-2.90099031950792","-0.772638123558766"
"MA/MyJcontrol - CBA/Jcontrol","0.91706128572487","0.113931236615692","-0.198527452462656","2.0326500239124","0.164188690058208","-0.328128268700616","2.16225084015036"
"MA/MyJfluoxetine - CBA/Jcontrol","0.0443175876211064","0.961098245488114","-1.07127115056642","1.15990632580863","0.967453364586567","-1.20087196680438","1.28950714204659"
"MRL/MpJcontrol - CBA/Jcontrol","0.659955419585394","0.24126724694086","-0.390336651027506","1.71024749019829","0.309870782028862","-0.525697042344301","1.84560788151509"
"MRL/MpJfluoxetine - CBA/Jcontrol","0.0214159755043091","0.983195689934299","-1.13693102872459","1.1797629797332","0.986030445430524","-1.26315645653499","1.30598840754361"
"NOD/ShiLtJcontrol - CBA/Jcontrol","1.20374837030538","0.0221166229313284","0.15345629969248","2.25404044091828","0.0460715078435584","0.0180959083756846","2.38940083223507"
"NOD/ShiLtJfluoxetine - CBA/Jcontrol","1.05905209366091","0.0477815104692736","0.00876002304801382","2.10934416427381","0.0854698778204351","-0.126600368268781","2.24470455559061"
"NOR/LtJcontrol - CBA/Jcontrol","1.05598714135451","0.0770343272420664","-0.102359862874387","2.2143341455834","0.116695672743975","-0.228585290684794","2.34055957339381"
"NOR/LtJfluoxetine - CBA/Jcontrol","1.14191303200762","0.0201811859118761","0.158683903015411","2.12514216099983","0.0461774693471574","0.0165259216117593","2.26730014240348"
"NZB/BlNJcontrol - CBA/Jcontrol","-0.889505430878663","0.102367523081846","-1.93979750149156","0.160786639734237","0.155336788229893","-2.07515789280836","0.296147031051032"
"NZB/BlNJfluoxetine - CBA/Jcontrol","-2.00756060409998","0.0000560547030221513","-3.05785267471288","-0.957268533487079","0.000397582197117542","-3.19321306602967","-0.821908142170284"
"NZW/LacJcontrol - CBA/Jcontrol","0.263958170507415","0.714326645883321","-0.851630567680111","1.37954690869494","0.756006469578326","-0.98123138391807","1.5091477249329"
"NZW/LacJfluoxetine - CBA/Jcontrol","0.193230751338103","0.795522325358687","-0.922357986849423","1.30881948952563","0.823930351394086","-1.05195880308738","1.43842030576359"
